"name","logo","workAreas","website","facebook","city","country","briefIntro"
"Arkosic Health And Environmental Initiative (Osogbo)","https://ngobase.org/images/ngo_logos/NG/Arkosic-Health-and-Environmental-Initiative-ngo-charity.jpg","Health -> WASH; Health -> Health Care - Other services; Environment and Climate -> Environment Protection","https://www.arkosichealth.org.ng/index.html","https://www.facebook.com/arkosichealth","Abuja","Nigeria",""
"AROEHAN","https://ngobase.org/images/ngo_logos/IN/AROEHAN-ngo-charity.png","Health -> Health Care - Other services; Education and Training -> Education and Literacy; Health -> WASH","https://aroehan.org/","https://www.facebook.com/WeAroehan/","Mumbai","India",""
"ASAL YOUTH DEVELOPMENT ASSOCIATION (ASAL)","https://ngobase.org/images/ngo_logos/SO/ASAL-YOUTH-DEVELOPMENT-ASSOCIATION-(ASAL)-ngo-charity.png","Rights -> Human Rights; Poverty Alleviation -> Hunger, Food insecurity; Health -> WASH","https://asalyouth.org/","https://www.facebook.com/profile.php?id=100077474302464&mibextid=ZbWKwL","Hargesia","Somalia",""
"Asha Foundation","https://ngobase.org/images/ngo_logos/IN/Asha-Foundation-ngo-charity.png","Health -> Health Care - Other services; Other Societal Benefits -> Agriculture; Health -> WASH",,"https://www.facebook.com/ashafoundationtrustindia/","Varanasi","India","The Asha Foundation works to improve society in the areas of health, education, the environment, sports, agriculture, sanitation, and unemployment. Asha Foundation is a Varanasi-based NGO."
"Avval Foundation","https://ngobase.org/images/ngo_logos/IN/Avval-Foundation-ngo-charity.jpg","Poverty Alleviation -> Poverty Alleviation; Rights -> Child Rights and Welfare; Health -> WASH","https://avvalfoundation.org/","https://www.facebook.com/avvalfoundation.org/","Ahmedabad","India",""
"Balajee Sewa Sansthan","https://ngobase.org/images/ngo_logos/IN/Balajee-Sewa-Sansthan-ngo-charity.jpg","Poverty Alleviation -> Poverty Alleviation; Health -> Health Care - Other services; Health -> WASH","https://www.bssindia.net/","https://www.facebook.com/BalajeeSewaSansthan","Dehradun","India",""
"Bangladesh Water Partnership (BWP)","https://ngobase.org/images/ngo_logos/BD/Bangladesh-Water-Partnership-(BWP)-ngo-charity.jpg","Health -> WASH","https://bwp.org.bd/","https://www.facebook.com/profile.php?id=100080357997360","Dhaka","Bangladesh",""
"Behala Utsab Foundation","https://ngobase.org/images/ngo_logos/IN/Behala-Utsab-Foundation-ngo-charity.png","Poverty Alleviation -> Poverty Alleviation; Health -> Free Health Care; Health -> WASH","https://utsabfoundation.org/","https://www.facebook.com/behalaustabfoundation","Kolkata","India",""
"BGS Foundation - Brac Global Social Foundation","https://ngobase.org/images/ngo_logos/IN/BGS-Foundation---Brac-Global-Social-Foundation-ngo-charity.jpg","Rights -> Human Rights; Development -> Community Development; Health -> WASH","https://www.bgsfoundation.org/","https://www.facebook.com/bgsfoundation2015","Mumbai","India",""
"Boond Foundation Trust","https://ngobase.org/images/ngo_logos/IN/Boond-Foundation-Trust-ngo-charity.PNG","Development -> Community Development; Health -> WASH",,"https://www.facebook.com/SaveBoond/","Meerut","India",""
"California Rural Water Association","https://ngobase.org/images/ngo_logos/US/California-Rural-Water-Association-ngo-charity.jpg","Environment and Climate -> Environment Protection; Health -> WASH","https://calruralwater.org/","https://www.facebook.com/CalRuralWater/","Sacramento","United States",""
"Care For Life Inc","https://ngobase.org/images/ngo_logos/US/Care-For-Life-Inc-ngo.PNG","Education and Training -> Education and Literacy; Health -> WASH; Health -> Free Health Care","https://careforlife.org/","https://www.facebook.com/careforlife.org/","Mesa","United States",""
"Center For Environment And Development","https://ngobase.org/images/ngo_logos/IN/Center-for-Environment-and-Development-ngo-charity.jpg","Health -> WASH; Environment and Climate -> Environment Protection","https://cedindia.org/","https://www.facebook.com/cedkerala/","Thiruvananthapuram","India",""
"Center For Environmental Law & Policy","https://ngobase.org/images/ngo_logos/US/Center-For-Environmental-Law-&-Policy-ngo-charity.jpg","Environment and Climate -> Environment Protection; Health -> WASH","https://celp.org/","https://www.facebook.com/CELPwater","Seattle","United States",""
"Center Of Human Action For Novel Development","https://ngobase.org/images/ngo_logos/IN/Center-of-Human-Action-for-Novel-Development-ngo-charity.JPG","Health -> WASH; Health -> Health Care - Other services",,"https://www.facebook.com/people/Center-of-Human-Action-for-Novel-Development/100068717513536/","Hyderabad","India",""
"Choice Humanitarian - NEPAL","https://ngobase.org/images/ngo_logos/NP/Choice-Humanitarian---NEPAL-ngo-charity.jpg","Poverty Alleviation -> Hunger, Food insecurity; Health -> WASH; Other Societal Benefits -> International","https://choicehumanitarian.org/nepal/","https://www.facebook.com/profile.php?id=100064934940241","Kathmandu","Nepal",""
"Cohesion Foundation Trust","https://ngobase.org/images/ngo_logos/IN/Cohesion-Foundation-Trust-ngo-charity.png","Education and Training -> Education and Literacy; Health -> WASH; Poverty Alleviation -> Micro Finance and Micro Credit","https://cohesionfoundation.in/","https://www.facebook.com/CohesionFoundationTrust/","Ahmedabad","India","Cohesion is an NGO working for rural development in Ahmedabad. It started as a support body, providing professional services to other organizations. They are also working for education & child protection, water & sanitation, and social security."
"Community Organisation For Oppressed And Depressed Upliftment (COODU)","https://ngobase.org/images/ngo_logos/IN/Community-Organisation-for-Oppressed-and-Depressed-Upliftment-(COODU)-ngo-charity.png","Other Societal Benefits -> Agriculture; Health -> WASH; Health -> Health Care - Other services","https://coodu.org/","https://www.facebook.com/cooduindia/","Coimbatore","India","COODU is a Community based NGO in Coimbatore. Their thematic areas are Agriculture, Environment, Health, Water and Sanitation, Public Health and HIV/AIDS care and support services. this NGO for HIV/AIDS in Coimbatore, Tamil Nadu"
"Connect Africa Ministries","https://ngobase.org/images/ngo_logos/CD/Connect-Africa-Ministries-ngo-charity.png","Health -> WASH; Religion -> Christianity; Development -> Community Development","https://www.connectafricaministries.org/goma","https://www.facebook.com/ConnectAfricaHub","Kinshasa","Democratic Republic of Congo",""
"Contemporary Development Initiatives - CONDI","https://ngobase.org/images/ngo_logos/LR/Contemporary-Development-Initiatives---CONDI-ngo-charity.png","Other Societal Benefits -> International; Poverty Alleviation -> Hunger, Food insecurity; Health -> WASH","https://www.condi.co.uk/","https://www.facebook.com/profile.php?id=100068210871630","Monrovia","Liberia",""
"Council Of Western State Foresters","https://ngobase.org/images/ngo_logos/US/Council-Of-Western-State-Foresters-ngo-charity.png","Environment and Climate -> Forest Protection; Environment and Climate -> Environment Protection; Health -> WASH","https://www.westernforesters.org/","https://www.linkedin.com/company/council-of-western-state-foresters/","Denver","United States",""
"DASCOH Foundation - Development Association For Self Reliance, Communication And Health","https://ngobase.org/images/ngo_logos/BD/DASCOH-Foundation---Development-Association-for-Self-Reliance,-Communication-and-Health-ngo-charity.png","Health -> WASH; Health -> Free Health Care; Rights -> Human Rights","https://www.dascoh.org/","https://www.facebook.com/DascohFoundation","Rajshahi","Bangladesh",""
"Development-Equity-Sustainability And Innovation (DEDI)","https://ngobase.org/images/ngo_logos/NE/Development-Equity-Sustainability-and-Innovation-(DEDI)-ngo-charity.jpg","Poverty Alleviation -> Women Welfare; Education and Training -> Vocational Training; Health -> WASH","https://dedi.org/niger/","https://www.facebook.com/ongdedi2018/","Niamey","Niger",""
"Eco-Watch","https://ngobase.org/images/ngo_logos/IN/Eco-Watch-ngo-charity.jpg","Environment and Climate -> Environment Protection; Poverty Alleviation -> Free food distribution; Health -> WASH","http://www.ecowatchindia.org/","https://www.facebook.com/EcoWatchIndia/","Bangalore","India",""
"Ecosan Services Foundation","https://ngobase.org/images/ngo_logos/IN/Ecosan-Services-Foundation-ngo-charity.png","Other Societal Benefits -> Research Work; Education and Training -> Capacity Building and Training; Health -> WASH","https://www.ecosanservices.org/","https://www.facebook.com/EcosanServicesFoundation/","Pune","India",""
"EMERALD COASTKEEPER INC","https://ngobase.org/images/ngo_logos/US/EMERALD-COASTKEEPER-INC-ngo.PNG","Health -> WASH; Environment and Climate -> Environment Protection","https://www.emeraldcoastkeeper.org/","https://www.facebook.com/EmeraldCoastkeeper.org","Pensacola","United States",""
"EPA- Syria وكالة حماية البيئة السورية","https://ngobase.org/images/ngo_logos/SY/EPA--Syria-%D9%88%D9%83%D8%A7%D9%84%D8%A9-%D8%AD%D9%85%D8%A7%D9%8A%D8%A9-%D8%A7%D9%84%D8%A8%D9%8A%D8%A6%D8%A9-%D8%A7%D9%84%D8%B3%D9%88%D8%B1%D9%8A%D8%A9-ngo-charity.jpg","Health -> WASH; Other Societal Benefits -> Agriculture; Environment and Climate -> Environment Protection","https://epa-sy.org/","https://shorturl.at/wjboz","Damascus","Syria",""
"FAB Treasure Foundation","https://ngobase.org/images/ngo_logos/NG/FAB-Treasure-Foundation-ngo-charity.JPG","Rights -> Women Rights; Poverty Alleviation -> Women Welfare; Health -> WASH","https://fabtreasurefoundation.com/","https://www.facebook.com/fabTreasureF","Abuja","Nigeria",""
"Gender Youth For Change And Peace Building","https://ngobase.org/images/ngo_logos/LR/Gender-Youth-for-Change-and-Peace-Building-ngo-charity.jpg","Rights -> Youth Welfare; Other Societal Benefits -> Peace and Conflict Resolution; Health -> WASH",,"https://www.facebook.com/genderyouthforchangeandpeacebuilding/","Monrovia","Liberia",""
"Global Partners For Community Development Inc","https://ngobase.org/images/ngo_logos/SL/Global-Partners-For-Community-Development-Inc-ngo-charity.jpg","Rights -> Child Rights and Welfare; Education and Training -> Scholarships and Educational Awards; Health -> WASH","https://gpcommunitydev.org/","https://www.facebook.com/gpcommunitydev","Freetown","Sierra Leone",""
"Helen Keller International - Bangladesh","https://ngobase.org/images/ngo_logos/BD/Helen-Keller-International---Bangladesh-ngo-charity.png","Other Societal Benefits -> Research Work; Health -> WASH; Other Societal Benefits -> International","https://helenkellerintl.org/what-we-do/knowledge-resources/nutrition/sapling/","https://www.facebook.com/hkibangladesh/","Chattogram (Chittagong)","Bangladesh",""
"HUMAN Organization For Peaceful Environment (HOPE)","https://ngobase.org/images/ngo_logos/PK/HUMAN-organization-for-peaceful-environment-(HOPE)-ngo-charity.png","Health -> WASH; Poverty Alleviation -> Poverty Alleviation; Education and Training -> Education and Literacy","https://www.hopepk.org/","https://www.facebook.com/people/Human-Organization-for-Peaceful-Environment-HOPE-Balochistan/100064689188595/","Quetta","Pakistan",""
"Ivory Coast Mothers And Children","https://ngobase.org/images/ngo_logos/CI/Ivory-Coast-Mothers-and-Children-ngo-charity.jpg","Health -> Health Care - Other services; Health -> Malaria and Dengue Prevention; Health -> WASH","https://ivorycoastaid.org/","https://www.facebook.com/IvoryCoastMothersAndChildren","Yamoussoukro","IVORY COAST (Côte d'Ivoire)",""
"Karnafully Foundation","https://ngobase.org/images/ngo_logos/BD/Karnafully-Foundation-ngo-charity.png","Other Societal Benefits -> Agriculture; Health -> WASH; Education and Training -> Scholarships and Educational Awards","https://www.karnafullyfoundation.org/","https://www.facebook.com/profile.php?id=100067122432628","Chattogram (Chittagong)","Bangladesh",""
"Kjm Foundation Inc","https://ngobase.org/images/ngo_logos/GH/Kjm-Foundation-Inc-ngo-charity.jpg","Rights -> Youth Welfare; Health -> WASH; Education and Training -> Education and Literacy","https://kjmfoundation.org/","https://www.facebook.com/KJMFoundationgh/","Libreville","Ghana",""
"Life Education And Development Support","https://ngobase.org/images/ngo_logos/IN/Life-Education-and-Development-Support-ngo-charity.jpg","Health -> WASH; Health -> Health Care - Other services; Poverty Alleviation -> Women Welfare","https://www.leadsindiajh.org/","https://www.facebook.com/LeadsIndiajh.org/","Jamshedpur","India",""
"Lipok Social Foundation","https://ngobase.org/images/ngo_logos/IN/Lipok-Social-Foundation-ngo-charity.png","Health -> WASH; Other Societal Benefits -> Agriculture","https://lipok.org/","https://www.facebook.com/lipoksf","Aurangabad","India",""
"LM International (LMI)","https://ngobase.org/images/ngo_logos/SO/LM-International-(LMI)-ngo-charity.jpg","Health -> WASH; Health -> Health Care - Other services; Education and Training -> Education and Literacy","https://www.lminternational.org/","https://www.facebook.com/lminternationalorg/","Garowe","Somalia",""
"Ma-Niketan","https://ngobase.org/images/ngo_logos/IN/Ma-Niketan-ngo-charity.JPG","Poverty Alleviation -> Poverty Alleviation; Education and Training -> Education and Literacy; Health -> WASH",,"https://www.facebook.com/p/Ma-Niketan-A-Haven-For-Little-Angels-100070861876014/","Thane","India",""
"Mongolian Association Of Hydrogeologists","https://ngobase.org/images/ngo_logos/MN/Mongolian-Association-of-Hydrogeologists-ngo-charity.jpg","Health -> WASH; Education and Training -> Capacity Building and Training; Development -> Community Development",,"https://shorturl.at/3tcpd","Ulaanbaatar","Mongolia",""
"NABFOUNDATION","https://ngobase.org/images/ngo_logos/IN/NABFOUNDATION-ngo-charity.jpg","Poverty Alleviation -> Micro Finance and Micro Credit; Development -> Rural Development; Health -> WASH",,"https://www.facebook.com/nabfoundationindia","Mumbai","India","NAB is a microfinance NGO in Mumbai. Their core activities are: rural income and livelihood generation, sustainable agriculture and rural development, natural resources management, water conservation, financial inclusion , and rural innovation."
"NDES Foundation","https://ngobase.org/images/ngo_logos/CM/NDES-Foundation-ngo-charity.jpg","Development -> Community Development; Health -> Health Care - Other services; Health -> WASH","https://ndefoundation.org/","https://www.facebook.com/ndefoundation/","Yaounde","Cameroon",""
"Nile Orphan Care (NOC)","https://ngobase.org/images/ngo_logos/SD/Nile-Orphan-Care-(NOC)-ngo-charity.jpg","Vulnerable Groups -> Orphanages; Health -> WASH; Rights -> Domestic Violence","https://www.lawyeringpeaceclass.com/ngos-working-in-sudan","https://www.facebook.com/NileOC","Khartoum","Sudan",""
"Nyota Foundation","https://ngobase.org/images/ngo_logos/TZ/Nyota-Foundation-ngo-charity.jpg","Education and Training -> Education and Literacy; Health -> Health Care - Other services; Health -> WASH","https://nyotafoundation.co.tz/","https://www.facebook.com/p/Nyota-Foundation-100066883585474/","Dar es Salaam","Tanzania",""
"ONKOD RELEIF DEVELOPMENT ORGANIZATION (ORDO)","https://ngobase.org/images/ngo_logos/SO/ONKOD-RELEIF-DEVELOPMENT-ORGANIZATION-(ORDO)-ngo-charity.jpg","Poverty Alleviation -> Hunger, Food insecurity; Health -> Health Care - Other services; Health -> WASH","https://ordorelief.org/","https://www.facebook.com/onkodrelief","Mogadishu","Somalia",""
"Operation Helping Hands","https://ngobase.org/images/ngo_logos/US/Operation-Helping-Hands-ngo.PNG","Health -> WASH; Housing -> Shelter Homes and Homelessness","https://ohhsc.com/","https://www.facebook.com/OperationHelpingHandsSoCal/about?tab=page_info","Mission Viejo","United States",""
"Peter Mbah Foundation","https://ngobase.org/images/ngo_logos/NG/Peter-Mbah-Foundation-ngo-charity.png","Education and Training -> Education and Literacy; Health -> WASH; Health -> Health Care - Other services","https://petermbahfoundation.org.ng/","https://www.facebook.com/petermbahfoundationpage","Abuja","Nigeria",""
"Promak Foundation","https://ngobase.org/images/ngo_logos/IN/Promak-Foundation-ngo-charity.jpg","Education and Training -> Education and Literacy; Education and Training -> Vocational Training; Health -> WASH","https://promak.org/","https://www.facebook.com/promak.NGO/","Lucknow","India",""
"Purewish Foundation Uganda","https://ngobase.org/images/ngo_logos/UG/Purewish-Foundation-Uganda-ngo-charity.jpg","Health -> WASH; Rights -> Child Rights and Welfare; Poverty Alleviation -> Women Welfare","https://www.purefuganda.org/","https://www.facebook.com/purewishfoundationuganda","Kampala","Uganda",""
"Raise Empower Women Around","https://ngobase.org/images/ngo_logos/IN/Raise-Empower-Women-Around-ngo-charity.jpg","Poverty Alleviation -> Women Welfare; Health -> Health Care - Other services; Health -> WASH","https://rewasaran.com/","https://www.facebook.com/rewasaran","Bangalore","India",""
"Ras Al Khaimah Charity Association","https://ngobase.org/images/ngo_logos/AE/Ras-Al-Khaimah-Charity-Association-ngo-charity.jpg","Health -> Health Care - Other services; Health -> WASH; Poverty Alleviation -> Free food distribution","https://www.rakcharity.ae/","https://www.facebook.com/RAKsCharity","Ras Al Khaimah","United Arab Emirates",""
"RAWS India","https://ngobase.org/images/ngo_logos/IN/RAWS-India-ngo-charity.jpg","Environment and Climate -> Disaster Relief; Health -> WASH; Health -> Health Care - Other services","https://rawsindia.org/","https://www.facebook.com/RAWSIndia/","Bhopal","India",""
"Saarthi Social Welfare Society","https://ngobase.org/images/ngo_logos/IN/saarthi-social-welfare-society-ngo-charity.jpg","Poverty Alleviation -> Women Welfare; Health -> WASH",,"https://www.facebook.com/kalpanapandey0007/","Meerut","India","A women empowerment NGO that works for women empowerment and water conservation.  women empowerment NGO in Meerut"
"Sahari Organization For Development","https://ngobase.org/images/ngo_logos/SD/Sahari-Organization-for-Development-ngo-charity.jpg","Education and Training -> Vocational Training; Health -> WASH; Poverty Alleviation -> Women Welfare","https://sahari.org/","https://www.facebook.com/sahariorg","Khartoum","Sudan",""
"SAKSHI","https://ngobase.org/images/ngo_logos/IN/SAKSHI-ngo-charity.jpg","Poverty Alleviation -> Women Welfare; Health -> WASH; Health -> Health Care - Other services","https://sakshingo.org/","https://www.facebook.com/ngosakshi/","New Delhi","India",""
"Samerth Charitable Trust","https://ngobase.org/images/ngo_logos/IN/Samerth-Charitable-Trust-ngo-charity.jpg","Health -> Disability Support; Education and Training -> Education and Literacy; Health -> WASH","https://www.samerth.org/","https://www.facebook.com/samerthcharitabletrust/","Ahmedabad","India",""
"Save A Family Plan","https://ngobase.org/images/ngo_logos/IN/Save-A-Family-Plan---Ernakulam-ngo-charity.jpg","Development -> Community Development; Poverty Alleviation -> Poverty Alleviation; Health -> WASH","https://saveafamilyplanindia.org/","https://www.facebook.com/saveafamilyplan/","Kochi","India",""
"Self-Help International - Nicaragua","https://ngobase.org/images/ngo_logos/NI/Self-Help-International---Nicaragua-ngo-charity.png","Health -> WASH; Other Societal Benefits -> Agriculture; Other Societal Benefits -> International","https://www.selfhelpinternational.org/tag/nicaragua/","https://www.facebook.com/SelfHelpIntl","Managua","Nicaragua",""
"Service For Peace Inc","https://ngobase.org/images/ngo_logos/US/Service-for-Peace-Inc-ngo.PNG","Development -> Community Development; Health -> WASH","http://servicioparalapaz.org/home/","https://www.facebook.com/SPPRD","Bridgeport","United States",""
"Shohratgarh Environmental Society","https://ngobase.org/images/ngo_logos/IN/Shohratgarh-Environmental-Society-ngo-charity.jpg","Other Societal Benefits -> Agriculture; Environment and Climate -> Environment Protection; Health -> WASH","https://www.sesindia.org/","https://www.facebook.com/indiases/","Lucknow","India",""
"South Carolina Environmental Conference","https://ngobase.org/images/ngo_logos/US/South-Carolina-Environmental-Conference-ngo-charity.JPG","Environment and Climate -> Environment Protection; Health -> WASH","https://www.scwaters.org/mpage/scec","https://www.facebook.com/SCEConf/","Columbia","United States",""
"Southeastern Wisconsin Watersheds Trust Inc","https://ngobase.org/images/ngo_logos/US/Southeastern-Wisconsin-Watersheds-Trust-Inc-ngo-charity.jpg","Environment and Climate -> Environment Protection; Health -> WASH","https://www.swwtwater.org/","https://www.facebook.com/swwt.org/","Milwaukee","United States",""
"SPARC","https://ngobase.org/images/ngo_logos/IN/SPARC-ngo-charity.jpg","Health -> WASH; Development -> Community Development","https://www.sparcindia.org/","https://www.facebook.com/p/SPARC-100064347357332/","Mumbai","India",""
"Sushma Foundation","https://ngobase.org/images/ngo_logos/IN/Sushma-Foundation-ngo-charity.jpg","Health -> Health Care - Other services; Health -> WASH; Environment and Climate -> Environment Protection","http://sushmafoundation.org/","https://www.facebook.com/sushmafoundation/","Varanasi","India","Sushma Foundation is a Varanasi-based NGO that provides health care, environment protection, education, and help in the development of poor people in rural and urban areas without any distinction of caste or creed."
"Swiss Green Projects","https://ngobase.org/images/ngo_logos/CH/Swiss-Green-Projects-ngo-charity.jpg","Health -> WASH; Environment and Climate -> Environment Protection","https://sgp.ngo/","https://www.facebook.com/swissgreenprojects/","Geneva","Switzerland",""
"Symbiosis International - Bangladesh","https://ngobase.org/images/ngo_logos/BD/Symbiosis-International---Bangladesh-ngo-charity.jpg","Health -> WASH; Health -> Free Health Care; Other Societal Benefits -> International","https://symbiosis.org.au/","https://www.facebook.com/SymbiosisInt/","Dhaka","Bangladesh",""
"TaWaSaNet","https://ngobase.org/images/ngo_logos/TZ/TaWaSaNet-ngo-charity.png","Health -> WASH; Education and Training -> Capacity Building and Training","https://tawasanet.or.tz/","https://www.facebook.com/tawasanet/","Dar es Salaam","Tanzania",""
"TESE - Association For Development - Mozambique","https://ngobase.org/images/ngo_logos/MZ/TESE---Association-for-Development---Mozambique-ngo-charity.png","Health -> WASH; Education and Training -> Employment and Career Guidance","https://tese.org.pt/","https://www.facebook.com/tese.ongd","Maputo","Mozambique",""
"The Butterfly Tree Charity","https://ngobase.org/images/ngo_logos/ZM/The-Butterfly-Tree-Charity-ngo-charity.png","Specific Diseases -> HIV Aids; Health -> WASH","https://www.thebutterflytree.org.uk/pages/","https://www.facebook.com/thebutterflytreecharity/","Lusaka","Zambia",""
"The We Foundation","https://ngobase.org/images/ngo_logos/IN/The-We-Foundation-ngo-charity.png","Health -> Health Care - Other services; Health -> WASH; Environment and Climate -> Disaster Relief","https://twfind.org/","https://www.facebook.com/thewefoundation.org.in/","Kolkata","India",""
"Tumaini Children's Foundation","https://ngobase.org/images/ngo_logos/TZ/Tumaini-Children's-Foundation-ngo-charity.JPG","Vulnerable Groups -> Orphanages; Education and Training -> Education and Literacy; Health -> WASH","https://tumainimeanshope.org/","https://www.facebook.com/tuchifo.org","Arusha","Tanzania",""
"Utkarsh Trust","https://ngobase.org/images/ngo_logos/IN/Utkarsh-Trust-ngo-charity.jpg","Poverty Alleviation -> Women Welfare; Health -> WASH; Education and Training -> Education and Literacy","https://utkarshtrust.org/","https://www.facebook.com/utkarshcharitabletrust/","Ahmedabad","India",""
"Vijay Social Welfare Society","https://ngobase.org/images/ngo_logos/IN/Vijay-Social-Welfare-Society-ngo-charity.jpg","Health -> WASH; Education and Training -> Education and Literacy; Environment and Climate -> Environment Protection","https://www.vsws.org/","https://www.facebook.com/vsws.org","Indore","India","An NGO in Madhya Pradesh that focuses on improving the sanitation and hygiene of the women as well as the education of the kids living in slum regions. It also takes the lead in promoting environmental preservation and providing career guidance to youth"
"Vzw Grenzeloze Schelde-Escaut Sans Frontieres Asbl","https://ngobase.org/images/ngo_logos/BE/Vzw-Grenzeloze-Schelde-Escaut-sans-Frontieres-asbl-ngo-charity.jpg","Environment and Climate -> Environment Protection; Health -> WASH","https://www.gs-esf.be/nl/index.php","https://www.facebook.com/GrenzelozeSchelde.EscautsansFrontieres","Brussels","Belgium",""
"Washington Water Trust","https://ngobase.org/images/ngo_logos/US/Washington-Water-Trust-ngo-charity.jpg","Health -> WASH; Environment and Climate -> Environment Protection","https://www.washingtonwatertrust.org/","https://www.facebook.com/washingtonwatertrust/","Seattle","United States",""
"Water Environment Association Of South Carolina","https://ngobase.org/images/ngo_logos/US/Water-Environment-Association-of-South-Carolina-ngo-charity.JPG","Health -> WASH; Environment and Climate -> Environment Protection","https://www.scwaters.org/","https://www.facebook.com/WaterEnvironmentAssociationofSC/","Columbia","United States",""
"WaterAid - Colombia","https://ngobase.org/images/ngo_logos/CO/WaterAid---Colombia-ngo-charity.jpg","Health -> WASH","https://www.wateraid.org/ca/where-we-work/colombia","https://www.facebook.com/WaterAidColombia/","Bogota","Colombia",""
"Watershed Conservation Resource Center","https://ngobase.org/images/ngo_logos/US/Watershed-Conservation-Resource-Center-ngo.PNG","Health -> WASH","https://www.watershedconservation.org/","https://www.facebook.com/profile.php?id=100063494804951","Fayetteville","United States",""
"Wildpath","https://ngobase.org/images/ngo_logos/US/Wildpath-ngo-charity.jpg","Environment and Climate -> Environment Protection; Animals -> Wildlife; Health -> WASH","https://wildpath.com/","https://www.facebook.com/wildpaths","Tampa","United States",""
"WingEd Girls ZM","https://ngobase.org/images/ngo_logos/ZM/WingEd-Girls-ZM-ngo-charity.jpg","Health -> WASH",,"https://www.facebook.com/wingedgirlszm/","Lusaka","Zambia",""
"World Vision Rwanda","https://ngobase.org/images/ngo_logos/RW/World-Vision-Rwanda-ngo-charity.jpg","Health -> WASH; Education and Training -> Education and Literacy; Other Societal Benefits -> International","https://www.wvi.org/rwanda","https://www.facebook.com/worldvisionrwnda?_rdc=1&_rdr","Kigali","Rwanda",""
"Yuva Mitra","https://ngobase.org/images/ngo_logos/IN/Yuva-Mitra-ngo-charity.jpg","Health -> WASH; Health -> Health Care - Other services; Other Societal Benefits -> Agriculture","https://yuvamitra.org/","https://www.facebook.com/yuvamitrango/","Nashik","India",""
"Abdullah Dzinamarira Foundation","https://ngobase.org/images/ngo_logos/ZW/Abdullah-Dzinamarira-Foundation-ngo-charity.jpg","Rights -> Youth Welfare; Health -> WASH; Education and Training -> Scholarships and Educational Awards","https://adzinafoundation.org/","https://www.facebook.com/profile.php?id=100068953339474","Harare","Zimbabwe",""
"Access For Relief And Development (ACRED)","https://ngobase.org/images/ngo_logos/SO/Access-for-Relief-and-Development-(ACRED)-ngo-charity.jpg","Environment and Climate -> Disaster Relief; Health -> WASH; Education and Training -> Education and Literacy","https://acred.org/","https://www.facebook.com/profile.php?id=61553728940086","Mogadishu","Somalia",""
"Action Against Disasters Somalia (AADSOM)","https://ngobase.org/images/ngo_logos/SO/Action-Against-Disasters-Somalia-(AADSOM)-ngo-charity.png","Environment and Climate -> Disaster Relief; Health -> WASH; Education and Training -> Education and Literacy","https://www.aadsom.org/",,"Mogadishu","Somalia",""
"Action Against Hunger - Central African Republic","https://ngobase.org/images/ngo_logos/CF/Action-Against-Hunger---Central-African-Republic-ngo-charity.jpg","Poverty Alleviation -> Hunger, Food insecurity; Health -> WASH; Health -> Health Care - Other services","https://actionagainsthunger.ca/location/africa/central-african-republic/",,"Bangui","Central African Republic",""
"Action Against Hunger - Chad","https://ngobase.org/images/ngo_logos/TD/Action-Against-Hunger---Chad-ngo-charity.jpg","Poverty Alleviation -> Hunger, Food insecurity; Health -> WASH","https://actionagainsthunger.ca/location/africa/chad/",,"N'Djamena","Chad",""
"Action Against Hunger - Guatemala","https://ngobase.org/images/ngo_logos/GT/Action-Against-Hunger---Guatemala-ngo-charity.jpg","Poverty Alleviation -> Hunger, Food insecurity; Health -> WASH","https://actionagainsthunger.ca/location/americas/guatemala/",,"Guatemala City","Guatemala",""
"Action Against Hunger - Haiti","https://ngobase.org/images/ngo_logos/HT/Action-Against-Hunger---Haiti-ngo-charity.jpg","Poverty Alleviation -> Hunger, Food insecurity; Health -> WASH","https://actionagainsthunger.ca/location/americas/haiti/",,"Port-au-Prince","Haiti",""
"Action Against Hunger - India","https://ngobase.org/images/ngo_logos/IN/Action-Against-Hunger---India-ngo-charity.jpg","Poverty Alleviation -> Hunger, Food insecurity; Health -> WASH","https://actionagainsthunger.ca/location/asia/india/",,"New Delhi","India",""
"Action Against Hunger - Kenya","https://ngobase.org/images/ngo_logos/KE/Action-Against-Hunger---Kenya-ngo-charity.jpg","Poverty Alleviation -> Hunger, Food insecurity; Health -> WASH","https://actionagainsthunger.ca/location/africa/kenya/",,"Nairobi","Kenya",""
"ACTION AGAINST HUNGER - Mali","https://ngobase.org/images/ngo_logos/ML/ACTION-AGAINST-HUNGER---Mali-ngo-charity.jpg","Poverty Alleviation -> Hunger, Food insecurity; Health -> WASH","https://actionagainsthunger.ca/location/africa/mali/",,"Bamako","Mali",""
"Action Against Hunger - Myanmar","https://ngobase.org/images/ngo_logos/MM/Action-Against-Hunger---Myanmar-ngo-charity.jpg","Poverty Alleviation -> Hunger, Food insecurity; Health -> WASH","https://actionagainsthunger.ca/location/asia/myanmar/",,"Naypyidaw","Myanmar(Burma)",""
"ACTION AGAINST HUNGER - Niger","https://ngobase.org/images/ngo_logos/NE/ACTION-AGAINST-HUNGER---Niger-ngo-charity.jpg","Poverty Alleviation -> Hunger, Food insecurity; Health -> WASH; Health -> Health Care - Other services","https://actionagainsthunger.ca/location/africa/niger/",,"Niamey","Niger",""
